time,latitude,longitude,mag,id,updated,place,type,geom,state
53:00.2,18.9284,-65.1825,3,pr14352004,11:37.5,"70km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD10000048E17A14AE4B50C03D9B559FABED3240,
20:00.2,18.3593,-68.5015,3.7,pr14352003,32:36.8,"11km E of Boca de Yuma, Dominican Republic",earthquake,0101000020AD1000006ABC7493182051C0EB73B515FB5B3240,
10/05/2008 5:23,19.105,-67.895,3.2,usp000g5zh,35:54.8,Mona Passage,earthquake,0101000020AD100000E17A14AE47F950C07B14AE47E11A3340,
32:07.2,19.0055,-68.5774,3.7,pr14352002,29:24.0,"40km NNE of Otra Banda, Dominican Republic",earthquake,0101000020AD100000772D211FF42451C0C520B07268013340,
14:31.7,38.4343333,-119.2673333,3.2,nc72366266,37:47.3,"20km N of Bridgeport, California",earthquake,0101000020AD1000006E2821FD1BD15DC02988CB3B98374340,California
42:53.7,18.3607,-68.0542,3.4,pr14351003,11:26.9,"44km ESE of Punta Cana, Dominican Republic",earthquake,0101000020AD1000005DDC4603780351C0CEAACFD5565C3240,
38:15.6,32.9504,-88.0198,3.4,usc000t7r4,38:42.0,"17km NW of Eutaw, Alabama",earthquake,0101000020AD1000007E1D3867440156C0280F0BB5A6794040,Alabama
12:24.0,12.517,-87.4484,4.8,usc000t7qe,11:55.6,"25km S of Jiquilillo, Nicaragua",earthquake,0101000020AD100000B1E1E995B2DC55C063105839B4082940,
18:35.6,36.8689,-98.1236,3.1,usc000t7e4,11:06.5,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD1000004772F90FE98758C048BF7D1D386F4240,Oklahoma
01:26.8,36.8676,-98.1224,3.4,usc000t7d0,03:35.6,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD100000F241CF66D58758C03B014D840D6F4240,Oklahoma
53:38.5,19.5569,-65.2024,3,pr14350002,39:13.4,"137km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD100000772D211FF44C50C0742497FF908E3340,
15/12/2014 18:22,35.4929,-96.8293,3,usc000t71g,09:25.9,"6km E of Meeker, Oklahoma",earthquake,0101000020AD100000A9A44E40133558C06519E25817BF4140,Oklahoma
01:56.7,36.1821,-97.3721,3.2,usc000t70h,04:39.0,"14km SSW of Perry, Oklahoma",earthquake,0101000020AD100000DDB5847CD05758C0014D840D4F174240,Oklahoma
46:03.8,41.8652,-119.5943,3.58,nn00472133,48:40.3,"73km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D200DE0209E65DC0E63FA4DFBEEE4440,Nevada
09:33.6,33.4331667,-118.097,3.08,ci37296368,16:21.3,"23km ENE of Avalon Catalina Island, California",earthquake,0101000020AD10000092ED7C3F35865DC0AE1BA50172B74040,
06:43.3,19.2063,-64.919,3,pr14349003,30:11.5,"93km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD100000894160E5D03A50C0302AA913D0343340,
44:16.6,36.0589,-81.5195,3,se60063272,12:54.5,"16km N of Lenoir, North Carolina",earthquake,0101000020AD1000006891ED7C3F6154C001DE02098A074240,North Carolina
10:43.4,36.4281667,-120.4061667,3.41,nc72364941,52:04.6,"27km SW of San Joaquin, California",earthquake,0101000020AD1000005B4E9DA2FE195EC03DDE9A2ACE364240,California
15/12/2014 05:34,60.2455,-153.0553,3.4,ak11466557,50:53.1,"31km SSW of Redoubt Volcano, Alaska",earthquake,0101000020AD100000006F8104C52163C08195438B6C1F4E40,Alaska
28:34.3,19.1371,-68.5692,3.3,pr14349002,23:18.2,"53km ENE of Miches, Dominican Republic",earthquake,0101000020AD1000008638D6C56D2451C0174850FC18233340,
57:43.5,13.9412,-91.9736,4.6,usc000t6rf,41:14.6,"40km S of Champerico, Guatemala",earthquake,0101000020AD100000AED85F764FFE56C08BFD65F7E4E12B40,
15/12/2014 03:19,59.0645,-136.2312,3.1,usc000t854,48:57.3,"48km WSW of Haines, Alaska",earthquake,0101000020AD100000BADA8AFD650761C0C74B378941884D40,Alaska
32:50.7,36.3126,-96.7571,3,usc000t6qm,19:02.1,"5km SE of Pawnee, Oklahoma",earthquake,0101000020AD1000004DF38E53743058C0645DDC4603284240,Oklahoma
26:35.8,18.6807,-68.462,3.7,pr14349000,57:32.6,"12km NNW of Punta Cana, Dominican Republic",earthquake,0101000020AD10000021B07268911D51C02063EE5A42AE3240,
58:02.8,41.885,-119.6114,3.29,nn00472003,22:41.2,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD1000009031772D21E75DC0E17A14AE47F14440,Nevada
22:55.2,36.3274,-97.5262,3.2,usc000t6nu,12:37.7,"21km W of Perry, Oklahoma",earthquake,0101000020AD100000EFC9C342AD6158C0EE5A423EE8294240,Oklahoma
01:22.3,19.2646,-64.9328,3.2,pr14348003,34:04.2,"99km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD1000005D6DC5FEB23B50C088855AD3BC433340,
18:20.5,36.3187,-96.7553,4,usc000t6mn,04:37.5,"4km ESE of Pawnee, Oklahoma",earthquake,0101000020AD100000CEAACFD5563058C01B9E5E29CB284240,Oklahoma
07:13.4,36.3245,-97.5351,3.1,usc000t6p1,19:04.1,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000BC0512143F6258C0A8C64B3789294240,Oklahoma
56:23.1,54.621,-157.801,3.9,usc000t8je,08:54.7,"114km E of Chernabura Island, Alaska",earthquake,0101000020AD1000001383C0CAA1B963C0736891ED7C4F4B40,
26:51.0,41.8984,-119.6219,3.76,nn00471929,13:45.5,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000007958A835CDE75DC0FB5C6DC5FEF24440,Nevada
09:47.5,36.3274,-97.5343,3,usc000t6kf,25:05.8,"22km W of Perry, Oklahoma",earthquake,0101000020AD1000002E90A0F8316258C0EE5A423EE8294240,Oklahoma
48:41.6,36.3258,-97.5324,3.8,usc000t6js,50:40.6,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000FC1873D7126258C0B6847CD0B3294240,Oklahoma
22:57.3,12.4548,-88.6917,4.7,usc000t6j0,57:51.1,"92km S of Puerto El Triunfo, El Salvador",earthquake,0101000020AD1000002AA913D0442C56C00D71AC8BDBE82840,
19:54.7,36.3176,-96.7569,3.1,usc000t6ht,57:27.4,"4km ESE of Pawnee, Oklahoma",earthquake,0101000020AD100000EA95B20C713058C0D49AE61DA7284240,Oklahoma
28:23.8,41.864,-119.5996,3.33,nn00471884,27:15.9,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD1000009FABADD85FE65DC03BDF4F8D97EE4440,Nevada
14:21.1,36.8706,-98.1272,3.9,usc000t6hb,26:21.1,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD1000004703780B248858C0E5F21FD26F6F4240,Oklahoma
01:42.3,36.3251,-97.5296,3,usc000t6kw,04:12.9,"22km W of Perry, Oklahoma",earthquake,0101000020AD1000008BFD65F7E46158C0FDF675E09C294240,Oklahoma
14/12/2014 00:34,54.4161,-160.8352,3.2,usc000t8j6,42:16.5,"92km WSW of Chernabura Island, Alaska",earthquake,0101000020AD100000D0B359F5B91A64C0CCEEC9C342354B40,
13/12/2014 23:52,12.272,-88.898,4.8,usc000t6f8,36:18.4,"118km SSW of Puerto El Triunfo, El Salvador",earthquake,0101000020AD100000B6F3FDD4783956C025068195438B2840,
13/12/2014 22:30,61.9881,-149.5324,3.2,ak11465490,09:53.0,"25km SE of Y, Alaska",earthquake,0101000020AD1000007E8CB96B09B162C0BC96900F7AFE4E40,Alaska
13/12/2014 15:47,64.4325,-149.3839,3.3,ak11465002,09:06.1,"20km SW of North Nenana, Alaska",earthquake,0101000020AD100000E71DA7E848AC62C048E17A14AE1B5040,Alaska
48:43.7,19.2014,-64.8694,3.1,pr14347005,44:08.7,"90km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD1000001DC9E53FA43750C0166A4DF38E333340,
51:30.7,36.3241,-97.5347,3.6,usc000t6an,24:16.8,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000F54A5986386258C01A51DA1B7C294240,Oklahoma
13/12/2014 09:26,53.6396,-164.6216,3.2,usc000t83q,11:38.7,"93km SE of Akutan, Alaska",earthquake,0101000020AD10000032E6AE25E49364C0C442AD69DED14A40,
13/12/2014 07:46,53.515,-164.5218,3.6,usc000t831,05:14.4,"107km SE of Akutan, Alaska",earthquake,0101000020AD100000B1E1E995B29064C052B81E85EBC14A40,
42:47.0,19.8263,-156.4813,4.2,usc000t69v,37:17.3,"53km WNW of Kalaoa, Hawaii",earthquake,0101000020AD10000013F241CF668F63C04FAF946588D33340,
56:12.2,18.8738,-67.345,3.1,pr14347000,00:07.7,"49km NNW of San Antonio, Puerto Rico",earthquake,0101000020AD100000AE47E17A14D650C0AB3E575BB1DF3240,
52:26.7,13.8316,-92.1889,4.2,usc000tchl,00:38.9,"59km SSW of Champerico, Guatemala",earthquake,0101000020AD100000B98D06F0160C57C00BB5A679C7A92B40,
48:36.9,36.2623,-97.0378,3.3,usc000t64i,46:10.8,"16km N of Stillwater, Oklahoma",earthquake,0101000020AD1000007CF2B0506B4258C0D3DEE00B93214240,Oklahoma
08:35.8,13.818,-91.9574,4.4,usc000t5xk,35:27.9,"53km S of Champerico, Guatemala",earthquake,0101000020AD100000304CA60A46FD56C0894160E5D0A22B40,
31:46.4,36.3524,-97.091,3.3,usc000t5xc,28:46.6,"19km ENE of Perry, Oklahoma",earthquake,0101000020AD100000E8FBA9F1D24558C0228E75711B2D4240,Oklahoma
08:09.3,48.8697,-129.2989,4.7,usc000t5vm,24:59.6,"244km SW of Port Hardy, Canada",earthquake,0101000020AD100000C898BB96902960C065AA6054526F4840,
55:07.6,13.7081,-91.471,4.2,usc000t5vk,31:11.7,"57km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000A01A2FDD24DE56C05F984C158C6A2B40,
51:03.2,36.8707,-98.1223,3.4,usc000t5sx,31:35.7,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD100000401361C3D38758C04850FC18736F4240,Oklahoma
57:45.8,36.9511,-97.7998,3.1,usc000t5p7,22:32.3,"17km NNW of Medford, Oklahoma",earthquake,0101000020AD100000D0D556EC2F7358C0E09C11A5BD794240,Oklahoma
10:34.5,18.802,-64.4231,3.4,pr14345002,02:25.1,"47km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD10000002BC0512141B50C05A643BDF4FCD3240,
11/12/2014 14:53,49.458,-124.007,3.2,usc000t5jw,25:28.2,"17km W of Sechelt, Canada",earthquake,0101000020AD1000009CC420B072005FC0B4C876BE9FBA4840,
11/12/2014 11:44,54.6929,-161.4658,3.3,usc000t82v,08:47.5,"94km SW of Sand Point, Alaska",earthquake,0101000020AD10000042CF66D5E72E64C0FFB27BF2B0584B40,
53:49.4,36.7616,-98.0542,3.8,usc000t5ia,27:28.7,"27km E of Cherokee, Oklahoma",earthquake,0101000020AD1000005DDC4603788358C01A51DA1B7C614240,Oklahoma
11/12/2014 2:56,67.3628,-145.9784,3.1,ak11462736,26:16.9,"87km SSW of Arctic Village, Alaska",earthquake,0101000020AD100000014D840D4F3F62C048BF7D1D38D75040,Alaska
20:40.8,13.668,-91.5107,4.8,usc000t5fg,46:10.6,"63km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000004D840D4FAFE056C0BC74931804562B40,
11/12/2014 0:48,60.7387,-151.0303,3,ak11462686,34:37.2,"15km ENE of Nikiski, Alaska",earthquake,0101000020AD10000034A2B437F8E062C011C7BAB88D5E4E40,Alaska
06:29.9,41.8549,-119.6121,3.76,nn00471492,26:16.2,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD1000006C787AA52CE75DC0DAACFA5C6DED4440,Nevada
46:20.4,41.861,-119.6307,3.66,nn00471483,32:43.1,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000956588635DE85DC092ED7C3F35EE4440,Nevada
43:23.7,36.1473,-97.0076,3,usc000t595,54:18.1,"5km NE of Stillwater, Oklahoma",earthquake,0101000020AD100000C6DCB5847C4058C0B459F5B9DA124240,Oklahoma
47:45.3,36.8722,-98.1235,3,usc000t58z,09:17.9,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD10000096438B6CE78758C01DC9E53FA46F4240,Oklahoma
22:49.7,41.8349,-119.6078,3.24,nn00471406,25:39.4,"72km ESE of Lakeview, Oregon",earthquake,0101000020AD10000090A0F831E6E65DC017B7D100DEEA4440,Nevada
07:29.5,41.8503,-119.6022,3.43,nn00471404,10:06.5,"72km ESE of Lakeview, Oregon",earthquake,0101000020AD100000AD69DE718AE65DC0F7E461A1D6EC4440,Nevada
00:49.6,54.3459,-161.0488,4.1,usc000t5fn,47:42.8,"108km WSW of Chernabura Island, Alaska",earthquake,0101000020AD1000006F8104C58F2164C0DCD78173462C4B40,
53:43.6,41.8334,-119.622,3.27,nn00471405,56:32.8,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD1000002C8716D9CEE75DC0423EE8D9ACEA4440,Nevada
52:33.8,41.8452,-119.6079,3.38,nn00471409,55:25.9,"72km ESE of Lakeview, Oregon",earthquake,0101000020AD10000042CF66D5E7E65DC0234A7B832FEC4440,Nevada
50:58.2,41.8401,-119.6133,4.24,nn00471401,25:31.5,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD100000C1A8A44E40E75DC04FAF946588EB4440,Nevada
10/12/2014 11:32,65.1531,-149.1174,3.3,ak11462269,22:23.4,"62km NW of Ester, Alaska",earthquake,0101000020AD1000009D11A5BDC1A362C02041F163CC495040,Alaska
09:13.9,35.8176,-97.4329,3.1,usc000t53q,54:45.3,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000000F9C33A2B45B58C0D49AE61DA7E84140,Oklahoma
10/12/2014 8:00,19.0627,-64.5562,3.4,pr14344003,42:30.8,"71km N of Road Town, British Virgin Islands",earthquake,0101000020AD1000004182E2C7982350C08E75711B0D103340,
39:25.2,36.8405,-97.8152,3.1,usc000t52g,30:52.0,"8km WNW of Medford, Oklahoma",earthquake,0101000020AD100000C0EC9E3C2C7458C0DD240681956B4240,Oklahoma
40:49.6,18.8209,-64.5875,3.3,pr14344002,12:20.4,"44km N of Road Town, British Virgin Islands",earthquake,0101000020AD1000009A999999992550C052499D8026D23240,
26:40.7,19.3752,-109.1392,4,usc000t51d,57:27.6,"204km ENE of Socorro Island, Mexico",earthquake,0101000020AD1000009BE61DA7E8485BC08E75711B0D603340,
09/12/2014 13:56,65.9091,-150.3714,3,ak11461589,45:01.1,"101km N of Manley Hot Springs, Alaska",earthquake,0101000020AD10000080B74082E2CB62C0CA32C4B12E7A5040,Alaska
35:43.5,9.8756,-72.2549,4.4,usc000t4su,43:36.8,"38km ESE of Machiques, Venezuela",earthquake,0101000020AD10000007F01648501052C055C1A8A44EC02340,
27:01.2,13.5515,-91.4709,4.1,usc000t9qb,41:18.5,"74km SW of La Gomera, Guatemala",earthquake,0101000020AD100000EEEBC03923DE56C0EE7C3F355E1A2B40,
38:01.3,36.751,-97.556,3.2,usc000t4sr,07:53.5,"17km ESE of Medford, Oklahoma",earthquake,0101000020AD100000DD240681956358C0E3A59BC420604240,Oklahoma
28:33.1,35.8188,-96.8213,3.7,usc000t4rh,18:38.5,"14km NNE of Chandler, Oklahoma",earthquake,0101000020AD1000001B0DE02D903458C07FFB3A70CEE84140,Oklahoma
09/12/2014 2:20,63.2592,-150.5714,3.3,ak11461266,35:35.7,"82km W of Cantwell, Alaska",earthquake,0101000020AD100000E71DA7E848D262C0C58F31772DA14F40,Alaska
44:47.1,8.0339,-82.6697,5.3,usc000t4ld,23:42.8,"21km E of Punta de Burica, Panama",earthquake,0101000020AD1000006688635DDCAA54C036AB3E575B112040,
32:49.8,13.6708,-91.4363,4.4,usc000t4jq,45:06.6,"60km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000ABCFD556ECDB56C04850FC1873572B40,
15:54.3,41.8131,-119.6175,3.29,nn00471078,36:05.3,"73km SE of Lakeview, Oregon",earthquake,0101000020AD100000EC51B81E85E75DC055302AA913E84440,Nevada
05:51.8,35.7378,-97.5863,3.2,usc000t4ja,09:37.2,"13km NW of Edmond, Oklahoma",earthquake,0101000020AD10000044696FF0856558C0917EFB3A70DE4140,Oklahoma
53:48.4,13.8371,-91.869,4.4,usc000t4j1,03:10.1,"51km S of Champerico, Guatemala",earthquake,0101000020AD100000560E2DB29DF756C094F6065F98AC2B40,
54:52.5,7.9401,-82.6865,6.6,usc000t4iq,09:22.3,"22km ESE of Punta de Burica, Panama",earthquake,0101000020AD1000000E2DB29DEFAB54C0DFE00B93A9C21F40,
00:22.4,13.644,-91.5303,4.7,usc000t4hv,54:45.4,"66km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000006744696FF0E156C07D3F355EBA492B40,
36:59.1,10.8446,-62.5209,4.4,usc000t4hk,51:05.6,"31km NNE of Irapa, Venezuela",earthquake,0101000020AD100000423EE8D9AC424FC0386744696FB02540,
54:05.2,13.8248,-91.475,4.2,usc000t9eg,43:02.7,"45km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000006666666666DE56C04A7B832F4CA62B40,
33:08.4,18.8572,-67.2918,3,pr14341001,55:20.0,"45km NNW of San Antonio, Puerto Rico",earthquake,0101000020AD100000423EE8D9ACD250C096218E7571DB3240,
23:12.6,13.746,-91.5924,4.2,usc000t8ea,44:21.6,"59km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000A089B0E1E9E556C0CAA145B6F37D2B40,
58:10.8,13.6006,-91.5703,4.2,usc000t4iu,34:35.5,"72km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000002A3A92CB7FE456C088F4DBD781332B40,
52:45.6,13.7385,-91.5662,4.1,usc000t4gx,29:13.0,"58km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000B1BFEC9E3CE456C0273108AC1C7A2B40,
27:54.5,13.7939,-91.3917,4.1,usc000t8cg,11:52.4,"46km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000F775E09C11D956C0BC96900F7A962B40,
23:12.0,13.6276,-91.5033,4.7,usc000t4gm,04:58.2,"67km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000EA04341136E056C06FF085C954412B40,
13:08.3,35.8197,-97.4393,3.6,usc000t4gi,43:20.3,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000008048BF7D1D5C58C0FE43FAEDEBE84140,Oklahoma
49:27.5,13.4714,-91.6498,4,usc000t4gh,43:04.6,"89km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000363CBD5296E956C036AB3E575BF12A40,
16:35.7,13.6744,-91.4617,6.1,usc000t4gc,34:16.0,"60km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000000B24287E8CDD56C045D8F0F44A592B40,
57:22.5,34.1752,-96.7559,3,usc000t4g8,23:51.3,"9km N of Madill, Oklahoma",earthquake,0101000020AD100000F8C264AA603058C02D211FF46C164140,Oklahoma
40:59.8,13.6123,-91.5044,4.5,usc000t4g0,05:08.2,"68km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000008E06F01648E056C07DAEB6627F392B40,
05:04.6,13.7246,-91.4473,4.4,usc000t4fb,54:54.7,"54km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000000DE02D90A0DC56C0FB5C6DC5FE722B40,
35:45.0,13.8464,-60.3161,5,usc000t4f6,54:33.4,"62km E of Dennery, Saint Lucia",earthquake,0101000020AD100000FF21FDF675284EC036AB3E575BB12B40,
09:22.6,13.7777,-91.498,4.5,usc000t4ew,57:02.5,"51km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD1000001C5A643BDFDF56C0CA32C4B12E8E2B40,
51:23.1,13.7257,-91.519,4.2,usc000t8ds,15:19.5,"57km SSW of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000EFA7C64B37E156C0166A4DF38E732B40,
59:05.8,36.0031667,-117.9105,3.09,ci37067415,56:51.9,"6km SE of Coso Junction, California",earthquake,0101000020AD10000083C0CAA1457A5DC0D77734C467004240,California
11:31.2,13.7465,-91.3822,5.9,usc000t4ep,36:06.8,"50km S of Nueva Concepcion, Guatemala",earthquake,0101000020AD100000FF21FDF675D856C091ED7C3F357E2B40,
07/12/2014 11:08,60.1212,-153.1126,3.3,ak11458683,05:55.0,"45km SSW of Redoubt Volcano, Alaska",earthquake,0101000020AD100000F2B0506B9A2363C03A234A7B830F4E40,Alaska
42:44.5,18.781,-68.2873,3.4,pr14341000,28:35.9,"25km NNE of Punta Cana, Dominican Republic",earthquake,0101000020AD10000003098A1F631251C00E2DB29DEFC73240,
07/12/2014 0:12,60.8367,-152.379,3.4,ak11458422,18:17.4,"43km NNE of Redoubt Volcano, Alaska",earthquake,0101000020AD100000E3A59BC4200C63C0174850FC186B4E40,Alaska
21:49.0,7.9824,-82.7339,6,usc000t49v,25:15.6,"15km ESE of Punta de Burica, Panama",earthquake,0101000020AD10000034A2B437F8AE54C0925CFE43FAED1F40,
06:59.4,13.5156,-88.3152,4.4,usc000t891,53:10.8,"4km ENE of Chinameca, El Salvador",earthquake,0101000020AD100000C0EC9E3C2C1456C09CA223B9FC072B40,
46:17.5,19.0265,-66.7561,3.2,pr14340001,35:23.5,"60km N of Hatillo, Puerto Rico",earthquake,0101000020AD1000005C2041F163B050C0105839B4C8063340,
06:02.7,37.379,-118.5208333,3.32,nc72361051,29:43.6,"6km WNW of West Bishop, California",earthquake,0101000020AD100000BC8A315555A15DC08D976E1283B04240,California
24:59.6,14.6258,-92.612,4.4,usc000t88l,27:39.5,"23km WSW of Puerto Madero, Mexico",earthquake,0101000020AD100000BB490C022B2757C071AC8BDB68402D40,
23:19.5,34.8203333,-116.4153333,3.46,ci37066951,43:11.5,"56km E of Barstow, California",earthquake,0101000020AD100000241C1FD2941A5DC0EEA87BAE00694140,California
04:22.1,36.7612,-98.0514,3.2,usc000t48b,35:24.5,"27km E of Cherokee, Oklahoma",earthquake,0101000020AD100000ECC039234A8358C08CDB68006F614240,Oklahoma
06/12/2014 3:56,60.7024,-151.9829,3.4,ak11457720,50:15.2,"37km W of Nikiski, Alaska",earthquake,0101000020AD100000A167B3EA73FF62C0EE5A423EE8594E40,
06/12/2014 2:19,56.979,-154.7521,3.1,ak11457632,11:36.7,"77km SW of Larsen Bay, Alaska",earthquake,0101000020AD1000004BEA0434115863C05A643BDF4F7D4C40,
06/12/2014 2:16,59.591,-153.0541,3.3,ak11457622,02:21.7,"71km WSW of Anchor Point, Alaska",earthquake,0101000020AD100000D656EC2FBB2163C0CFF753E3A5CB4D40,
16:07.4,36.7941667,-121.5168333,3.92,nc72360741,05:14.1,"6km SSE of San Juan Bautista, California",earthquake,0101000020AD100000F53EFACB13615EC03F092241A7654240,California
05/12/2014 20:44,61.7264,-147.5349,3.2,ak11457359,51:14.6,"69km E of Sutton-Alpine, Alaska",earthquake,0101000020AD1000002CD49AE61D7162C03EE8D9ACFADC4E40,Alaska
05/12/2014 16:22,55.1777,-162.2997,3,usc000t43y,20:08.6,"26km E of Cold Bay, Alaska",earthquake,0101000020AD1000008F537424974964C0E63FA4DFBE964B40,Alaska
30:24.6,13.4651,-90.9316,4.1,usc000tejh,33:12.6,"52km SSW of Puerto San Jose, Guatemala",earthquake,0101000020AD100000083D9B559FBB56C03CBD529621EE2A40,
05/12/2014 13:48,57.2239,-157.4616,3.2,ak11456837,29:20.7,"134km NE of Chignik Lake, Alaska",earthquake,0101000020AD100000ADFA5C6DC5AE63C086C954C1A89C4C40,Alaska
05/12/2014 11:30,61.8069,-150.8181,3.4,ak11456687,58:05.5,"41km W of Willow, Alaska",earthquake,0101000020AD100000711B0DE02DDA62C03A92CB7F48E74E40,Alaska
17:42.8,13.4504,-90.9098,4.8,usc000t3z6,30:30.0,"53km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000A779C7293ABA56C09F3C2CD49AE62A40,
24:11.1,17.3718,-92.5573,4,usc000t7uq,34:39.1,"8km WSW of Tila, Mexico",earthquake,0101000020AD100000E4839ECDAA2357C01EA7E8482E5F3140,
05/12/2014 8:34,54.0061,-163.4888,3.2,usc000t5dv,42:42.2,"94km S of False Pass, Alaska",earthquake,0101000020AD1000001DC9E53FA46F64C0B84082E2C7004B40,
06:23.8,18.7569,-64.7425,3.4,pr14339001,25:29.8,"39km NNW of Road Town, British Virgin Islands",earthquake,0101000020AD100000EC51B81E852F50C0A857CA32C4C13240,
54:22.5,36.023,-97.0946,3.7,usc000t3wu,39:21.5,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000E78C28ED0D4658C06DE7FBA9F1024240,Oklahoma
15:48.6,18.4841,-66.0595,3,pr14339000,15:01.6,"5km ENE of San Juan, Puerto Rico",earthquake,0101000020AD1000002B8716D9CE8350C05DFE43FAED7B3240,
36:42.3,22.8483,-108.9066,4.1,usc000t3wc,32:25.0,"84km ESE of San Jose del Cabo, Mexico",earthquake,0101000020AD1000006EA301BC053A5BC0613255302AD93640,
29:58.8,35.8999,-97.2543,3.1,usc000t3w0,29:53.9,"5km S of Langston, Oklahoma",earthquake,0101000020AD100000DCD78173465058C0D0D556EC2FF34140,Oklahoma
28:54.8,15.18,-93.345,4.3,usc000t7pi,24:09.4,"55km WSW of Mapastepec, Mexico",earthquake,0101000020AD100000AE47E17A145657C05C8FC2F5285C2E40,
28:37.7,37.1075,-121.8128333,3.19,nc72360116,37:23.6,"9km NNE of Day Valley, California",earthquake,0101000020AD1000006126F67505745EC0F6285C8FC28D4240,California
04:17.8,36.758,-97.5781,3.5,usc000t3sn,09:40.1,"14km ESE of Medford, Oklahoma",earthquake,0101000020AD10000054742497FF6458C01B2FDD2406614240,Oklahoma
53:21.2,33.9631667,-116.6346667,3.56,ci37066415,56:33.4,"10km SSW of Morongo Valley, California",earthquake,0101000020AD1000000F1714619E285DC0528CE20B49FB4040,California
09:06.4,40.388,-125.3838333,4.29,nc72359931,34:42.6,"97km WSW of Ferndale, California",earthquake,0101000020AD10000068A78BB990585FC08C6CE7FBA9314440,
59:43.7,41.8437,-119.6168,3.1,nn00470576,51:26.1,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000F0BB5A679E75DC04ED1915CFEEB4440,Nevada
34:52.3,36.2871,-97.4335,3,usc000t3ps,31:53.8,"13km W of Perry, Oklahoma",earthquake,0101000020AD10000039B4C876BE5B58C03F575BB1BF244240,Oklahoma
04/12/2014 10:50,53.3977,-165.4107,3,usc000t5qt,50:43.8,"85km SSE of Akutan, Alaska",earthquake,0101000020AD100000F38E537424AD64C042CF66D5E7B24A40,
47:43.4,37.2012,-98.007,3.1,usc000t3p8,03:40.5,"5km NNE of Anthony, Kansas",earthquake,0101000020AD1000009CC420B0728058C044FAEDEBC0994240,Kansas
38:29.4,36.4207,-97.2902,3,usc000t3nv,14:43.5,"14km N of Perry, Oklahoma",earthquake,0101000020AD100000265305A3925258C0AEB6627FD9354240,Oklahoma
37:33.0,37.9735,-118.6686667,3.13,nc72359811,44:14.2,"44km NE of Mammoth Lakes, California",earthquake,0101000020AD100000281B6A6FCBAA5DC0F853E3A59BFC4240,California
39:43.3,35.8197,-97.4383,3.2,usc000t3ne,23:38.2,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000008E75711B0D5C58C0FE43FAEDEBE84140,Oklahoma
24:52.2,41.8798,-119.6357,4.16,nn00470521,11:54.6,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000004D840D4FAFE85DC0AA8251499DF04440,Nevada
24:44.6,19.6904,-109.0313,4.4,usb000t2hy,55:27.6,"228km ENE of Socorro Island, Mexico",earthquake,0101000020AD1000005917B7D100425BC08D28ED0DBEB03340,
